,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordedDate,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q10,Q11,Q12,Q13,Q14,,Q16,Q17,Q18,Q19,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8
2021-09-03 21:08:32,Student_139,Neither -- Borderline,A follower,4,3,Work out a compromise,"Shy,Friendly,Enthusiastic and outgoing",Beginner,Comfortable,Beginner,Beginner,Comfortable,Beginner,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Comfortable,Congruex,"I have experience using python, API as well as taken advanced data science course. Reading the project description, I appreciate the fact that they supply mentors that we can gain work experience through and learn from firsthand. Additionally, this further aids in where I see myself in the next few years; I am currently sponsored to go to school by a company and having experience working at a predictive analytic ML model will prove beneficial to me asking my current sponsoring company to hire me as an ML engineer or data scientist instead of wasting time in a rotation. ",Lockheed-Martin,"This again I have experience with, I have been coding with java since highschool, and have taken HCI at CU which prepared me with knowledge about creating UI and background with API. I am currently taking machine learning and have experience working with API. On the interest level, I have always wanted to learn more about pipelines and delivering them in a convergent way. ",Medtronic,"My dad is a doctor, I almost became one too but decided to follow my bigger passion. I think this project will allow me to revisit that interest while still staying true to being a computer scientist.",Festo,This project will teach me a lot about secure online payment. Additionally I wrote a research paper once on connectivity and IIOT.,NASA/JPL,"I decided to be a computer science major because of my love for math, and throughout my college degree and advanced math courses I still find myself attracted to the math of the world. Needless to say I am very experienced in math, geometry, and java.",,,,,,,,,,
2021-09-03 21:08:34,Student_140,An EXTROVERT,An effective manager,3,2,Work out a compromise,"Friendly,Enthusiastic and outgoing",No Knowledge,Beginner,No Knowledge,Beginner,Beginner,Comfortable,Comfortable,No Knowledge,No Knowledge,Beginner,Beginner,Comfortable,L3Harris,I have experience in system engineering and software development and I'm planning on taking Networking systems next semester. I really want to gain more experience under the system engineering field and I would also love to work for a company like L3Harris in the future. I also really like the description of this project and it seems like something I'll be interested in working throughout the year.,"BI Inc., #2",I'm a gamer and having the option and opportunity to work on some video games sounds really fun to me. I've also grown a bigger passion for vr gaming over the years and I have a couple ideas as a consumer of what I want to see from VR and I want to see if I can implement any of these topics.,Festo,I've been really interested in blockchains and cryptos since the past two years since I've started investing. There's also a mysql aspect to this which this intrigue me and I can really see myself working on this project.,Zayo,"Once again, I want to gain more experience with networking systems and I can really see myself gaining it on this project",NASA/JPL,"Any project that has networking systems/system engineering would work for this, but I really prefer my first 4 choices.",,,,,,,,,,
2021-09-03 21:32:37,Student_141,An INTROVERT,A follower,3,4,Try to convince them that my way is better.,Friendly,Comfortable,Comfortable,Experienced,Comfortable,Beginner,Beginner,Experienced,Beginner,No Knowledge,No Knowledge,Comfortable,Experienced,Trimble Autonomous Solutions,,"BI Inc., #1",,NASA/JPL,,Union Pacific PST,,Northrop Grumman,,,,,,,,,,,
2021-09-03 21:35:16,Student_142,Neither -- Borderline,"A natural leader,A follower",5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,No Knowledge,No Knowledge,Beginner,Comfortable,Experienced,Comfortable,No Knowledge,No Knowledge,,Beginner,Comfortable,NASA/JPL,"I am passionate about apace and space travel, and using satellite image referencing to help locate and map ground exploration routes sounds both fun and challenging. I would enjoy learning and growing while working on this project. ","BI Inc., #2","A close second to my first choice, I am also interested in VR and AR headsets. After seeing the technology incorporated into modern video games I was sold on the idea. I would be very excited to have the chance to work on this project. ",Union Pacific PST,"I like the idea of building simulations to model real world physics. I think it would be a challenge, but a fun and interesting one at that. I want to learn more about world generation and simulation on computers; as I would like to, in the future, be capable of creating my own virtual worlds and simulate real world or even fantasy physics. ",MindBeWell,This is one of the few projects that is not asking us to build something from scratch. I am interested in seeing what the process is like to innovate some product or app. instead of making the first of that something. I feel like the project development cycle would be a new experience compared to developing an original platform. ,Trimble Autonomous Solutions,"I am a double major in Comp Sci and Mechanical Engineering, so naturally I am interested in robotics and automation. I can see myself putting my skills to use on this project to develop large autonomous and safe farm tractors/ harvesters. ",,,,,,,,,,
2021-09-03 21:35:35,Student_143,An INTROVERT,An effective manager,3,5,Try to convince them that my way is better.,"Shy,Friendly",Beginner,Experienced,No Knowledge,Comfortable,Experienced,Comfortable,Comfortable,Beginner,Beginner,No Knowledge,Comfortable,Comfortable,NASA/JPL,"This project sounds really interesting because I am interested in space and space exploration.  Growing up in Los Angeles, I have learned about many of JPL's missions and it would be amazing to work on this project.","BI Inc., #2","I am interested in VR and its many applications.  This project sounds interesting because it would let me learn Unity and Unreal engine which I have been interested in for awhile.  I think VR as well as data visualization are very practical skills to have, so I like the goal of this internship.",Union Pacific PST,"I have an interest in video games/simulations as well as data science.  This project combines those fields and would allow me to learn about 3D graphics and world generation, and combining data into a complex simulation.",MindBeWell,"I would like to work on this project because I find it has a very interesting and important goal.  An accurate measure of happiness in individuals is important, especially when cases of depression is on the rise.  I also have an interest in user interface and app development as well as the underlying data structures to store and analyze user data.",CU E-BIO Department,"One of my interests is combining computer science (data science) with something in environmental science, such as ecology.  So when I read the project description I was instantly interested in this.  I would like to learn more about historic apple trees in Boulder and how they are important.  I am also interested in app and web development, as well as AWS and cloud hosting.",,,,,,,,,,
2021-09-03 21:45:48,Student_144,An INTROVERT,None of the above,5,3,Work out a compromise,"Shy,Friendly",Beginner,Experienced,Experienced,Experienced,Comfortable,Comfortable,Beginner,No Knowledge,No Knowledge,Beginner,Comfortable,Comfortable,Northrop Grumman,"Machine learning is one of my favorite topics in computer science, and quantum computing is a topic that I am relatively new to but would be extremely excited to learn about, especially in conjunction with machine learning. Additionally, from the project description, it seems that the people at Northrop Grumman would be super helpful in terms of helping us learn anything we have insufficient knowledge about. The work done by the company seems full of interesting and mathematically challenging problems, which is something I would love to hear about from the employees and get involved with myself, if possible.",NASA/JPL,"As someone double-majoring in applied math, this seemed like one of the more mathematically intensive projects available. I find aerospace-related problems, in particular, to be quite exciting and enjoyable. In general, the types of problems tackled by JPL sound mathematically challenging and interesting, and I would love to talk with the people who work there about their experiences and hopefully learn from them. ",Lockheed-Martin,"As with the other projects, I would love to work on a project that involves machine learning. Supply chain management is also a topic that interests me (though typically on the mathematics/optimization side), which makes this project even more appealing to me. Lockheed would be an exciting company to work on a project for, as I view them as one of the premier companies in aerospace and defense. ",Medtronic,"I want to work on a project that involves machine learning, and this seems like an exciting application for it. Additionally, considering that this is the second iteration of this project, it seems that the people at Medtronic already have a well-established development cycle and would be very capable of guiding us through the process.",CU Leeds School of Business,"I am working towards a quantitative finance certificate, so it would be interesting to work with the school of business on some project. The project itself seems rather open-ended, which is somewhat intimidating, but I also think it could be a great learning experience if things go well. Additionally, their guidelines for potential projects all appeal to me.",,,,,,,,,,
2021-09-03 21:50:25,Student_145,Neither -- Borderline,A follower,5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Comfortable,Experienced,Comfortable,Comfortable,Comfortable,Comfortable,Expert,Beginner,Beginner,Beginner,Experienced,Experienced,Congruex,"I thought it sounded like a very valuable solution as well as would allow me to put some of my Data Science, Applied Mathematics and Machine Learning knowledge to practice. I have taken the CSCI Data Science, Advanced Data Science, and Machine Learning courses taught here at CU. I also obtained an internship where we created a web application, deployed on the cloud and with a CI/CD pipeline for continuous integration/development which may come in handy here.",Caliber Public Safety,"I like the idea of being able to build  a cloud-based software solution from the ground up. I have a big passion for software engineering as well as obtained an internship the summer of my Junior year where I was apart of the ""Cloud Solutions"" team for my company where we built and deployed a web application on the cloud along with deploying a CI/CD pipeline which seems it might be valuable for this project.",Loopsketch,"I like the idea of developing new industry level software and web applications. I have experience in python, object oriented languages, Node.js, as well as databases such as SQL. I have also worked on a web application deployed on the cloud accompanied by a CI/CD pipeline from an internship I obtained which sounds like it may be valuable for this project.",Medtronic,"I like the idea of using my data science, applied, and machine learning skills that I've learned from my time at CU. I have completed the Data Science, Advanced Data Science, and Machine Learning courses that have been taught at CU Boulder which sounds like with this project it'll give me the opportunity to gain real world industry level practice applying those skills. I also like the idea of working on a project that ""matters"" and could provide benefit to people in the real world.","Curve-10, # 1","I like the idea that I'll be able to help a real world industry level application and even further, one that is being utilized by our very own CU Boulder. I also have experience taking the Data Science, Advanced Data Science, and Machine Learning courses that have been taught here at CU which sounds like they may be valuable with this project.",,,,,,,,,,
2021-09-03 21:56:15,Student_146,An INTROVERT,A follower,4,2,Work out a compromise,"Shy,Friendly,Loner",Beginner,Comfortable,No Knowledge,Comfortable,No Knowledge,No Knowledge,No Knowledge,No Knowledge,Beginner,No Knowledge,No Knowledge,Beginner,ReneCrown Wellness,"First, I tried to design a simple control app by myself during last winter break, so I have some basic knowledge about UI design. Even I don't have a lot of experience in this area, I am willing to learn more knowledge about app development. Second, I am interested in the subject of this project, which is related to eating disorder risk among high school young women. One of my best friends was faced the struggle of eating disorders. She was in the first year of high school at that time. At the first glance that I saw this project, it reminds me of my friend. I hope I can contribute more in this area which usually be ignored before.","BI Inc., #2","I think VR technology has very broad employment prospects in the future. It can be applied to almost every aspect. This project reminds me of a robotics class I took last year. In that class, we used Webots to simulate life scenes, which help us to simulate the operating state of the robot. I think it would be a great idea if VR technology can be combined with those apps. What's more, it would be very meaningful to build an app that allows people to simulate life scenarios on their mobile phones, especially for disabled people. They can easily control the objects they need to manipulate on their phones.  ",Caliber Public Safety,"Safety is always the most important thing that we beed to care about. As a female, I think this app is necessary and helpful. When I need to travel alone (especially during the night time), I can avoid the potential risk in advance if I can know where and when those crimes happen. Also, I builded up a website with some teammates before and also learned about database & data analysis, which would be helpful for this project.",CU E-BIO Department,"It is a CU object, and have interesting topic. I used to make a single webpage and build up it's relevant app frontend. I think this experience are related to this subject's requirement. Also, this project required to test and publish the app to iTunes, which is attractive to me. I am looking forward to learn more about the process of how to create a full functional app and website. ","BI Inc., #1",The project aim to collect data with the help of coding solutions on embedded hardware. I think it would be a progressive idea in position accuracy and also would be really helpful for my future career.,,,,,,,,,,
2021-09-03 21:56:28,Student_147,An INTROVERT,A follower,3,3,Work out a compromise,Shy,Comfortable,,No Knowledge,Comfortable,Beginner,,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Comfortable,Congruex,"I think building a web application that predicts the success of the project is very interesting. I am taking a AI class and I am interested in learning more about Machine learning and this project will teach me a lot about machine learning. Additionally, I have experience coding in python and SQL which is beneficial to have for this project. Also I have some basic knowledge of data science.  ",iSAT,"Blockchain is a new emerging technology and it would very interesting to be able to learn more about it and work with it to create a payment system. I have some basic experience working with node.js and I also have experience working with databases which would be beneficial for this project. 

I think the idea of bringing AI into a learning platform is a good idea because it would create a more engaging and effective learning experience for students. This is especially beneficial now when almost all learning is happening online. I am taking an Artificial Intelligence course and I would love to learn more about AI and get real experience working with it. I have basic experience working with MongoDB and Node.js. I have built some web applications in the past but this will teach me how to build a more complex web application. ",Festo,Blockchain is a new emerging technology and it would very interesting to be able to learn more about it and work with it to create a payment system. I have some basic experience working with node.js and I also have experience working with databases which would be beneficial for this project. ,Caliber Public Safety,I want to work on this project because this web application would impact my community in a good way and help make it safer. I have some experience building web applications and would like to learn how to build more complex web applications. ,Trimble Cloud,Trimble is making industries such as construction and agriculture more effective and sustainable and I would love to be a part of that and help them achieve their goal. I am interested in learning about geofencing technology. I also would like to learn more about working with APIs which this project would teach me. I have a lot of experience working in python which would be beneficial for this project. ,,,,,,,,,,
2021-09-03 22:00:03,Student_148,Neither -- Borderline,"A follower,An effective manager",5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,Comfortable,No Knowledge,Comfortable,Experienced,Comfortable,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Experienced,Zayo,The project will give me good experience working with data modeling and database management in a controlled environment. The project leans towards my strengths as a programmer,Congruex,"Similar to the first one, the project leans towards my strengths. Being able to do predictive analysis will be helpful in future endeavors, and the final deliverables are exciting to me.",Trimble Cloud,"Being able to apply my skills to a more user-oriented experience would be a skill I would like to obtain, and this project seems like the best fit for that.",UCAR,"Working to create a more graphical experience would be an interesting outing for me, and the lean towards game design is also interesting to me.",CU English Department,Delivering a final running web application would be a valuable skill to have. I would also enjoy the opportunity of overhauling a existing web application while keeping the intent of the original,,,,,,,,,,
2021-09-03 22:01:36,Student_149,Neither -- Borderline,None of the above,4,3,Try to convince them that my way is better.,Friendly,Beginner,Beginner,Beginner,Beginner,Comfortable,Beginner,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Beginner,Caliber Public Safety,"I would like to gain experience in working on front-end and back-end tools within the scope of the development lifecycle, and I believe it would be valuable to do so under the supervision of professional software engineers from the company.",Saga Education,"This project will provide full-stack development experience, including some DevOps. Creating an open source product that will make education more accessible to potential users is a very important mission that I would like to take part in as well.",Trimble Cloud,This project provides an opportunity to work on the entire project lifecycle--from requirements and architecture to delivering a working product. Learning web service architecture would also be a very valuable skill for a career path in software development.,Lockheed-Martin,"Having taken several classes on the topic, I would like to gain more experience with AI/ML applications. This is one of the few projects available that would provide experience in systems engineering, which appears to be an increasingly valuable skill in the industry.","BI Inc., #1","This project moves the leading edge of technology using programming tools I am acquainted with. As IoT is becomes more ubiquitous, I believe it would be useful to gain experience with embedded systems and hardware.",,,,,,,,,,
2021-09-03 22:07:22,Student_150,An INTROVERT,An effective manager,5,4,Work out a compromise,"Shy,Friendly",Experienced,Comfortable,Comfortable,Experienced,Comfortable,Expert,Expert,Beginner,Beginner,Beginner,Expert,Expert,Northrop Grumman,"I am familiar with creating classifiers with TensorFlow, but I would love to learn how to use classifiers on quantum processors. I am interested in learning about quantum computing and embedded processing.",Lockheed-Martin,"I would be interested in honing my AI/ML modeling skills and becoming more proficient with Angular or React technologies. I also like the idea of using this pipeline and model for proactive measures, because the data we predict will be put to the test.",Trimble Autonomous Solutions,"I like the interdisciplinary nature of this project and would love to learn more about the different sensors they collect data from. I am interested autonomous solutions in general, as I am taking the robotics class right now.",Congruex,I have only worked on parts of the web app process so I would like more experience learning to build one. I also like working on ML models.,Loopsketch,"This seems like a big project that requires a diverse skillset, and I think it would be a great way to learn new things while also perfecting old skills. I also just think the purpose of this project is fun.",,,,,,,,,,
2021-09-03 22:08:21,Student_151,Neither -- Borderline,A follower,4,2,Work out a compromise,"Shy,Friendly",Beginner,No Knowledge,No Knowledge,Beginner,Beginner,Beginner,Beginner,No Knowledge,No Knowledge,No Knowledge,Beginner,Beginner,Trimble Autonomous Solutions,"I thought it was very interesting to work on something more physical/real and be able to view results. Although I am not huge on agriculture, the idea of augmented guidance and controlled traffic farming are both things that I feel could be challenging and intriguing to work on.",Festo,"Although I have zero experience with blockchain, it is something that I have always been interested in how it is created, and is something I am intrigued to learn more about/learn how to develop it. Being able to create a working payment solution is something I feel like can be valuable to learn, as transactions are key in a lot of industry applications.",Medtronic,"Although I am not as purely interested into this project, looking at the technologies: Git, SQL, and Python, are all things I have some experience in. While I would still definitely learn a lot as my experience is minimal in all 3 technologies, I might feel more comfortable working with them rather than other tech.",Trimble Cloud,"Geofencing is something that sounds super interesting to work on, being able to gather data from devices based on location and blocking/enabling certain features is something I think would be cool to learn. I also recognized this uses python and database knowledge, both which I am also comfortable with.",Zayo,"There seems to be more of a client and team negotiating going on through this project, and I believe that is a valuable asset in itself. Learning to communicate with the client and create a deliverable based on there specific needs is a process to learn. I have no prior knowledge of most of the technologies being used in this project, so there is a lot to learn tech-wise as well.",,,,,,,,,,
2021-09-03 22:09:42,Student_152,An INTROVERT,A follower,3,4,Try to convince them that my way is better.,Friendly,Comfortable,Comfortable,Experienced,Comfortable,Beginner,No Knowledge,Experienced,Beginner,No Knowledge,No Knowledge,Comfortable,Experienced,Trimble Autonomous Solutions,"Trimble Autonomous is definitely my first choice! Their entire project sounds incredibly interesting, is solving an actual need, and will be using a mix of technologies that I am hoping to work with in the future. I love that they are using machine learning and autonomous systems and want to continue studying these areas. I am also pursuing a minor in computer engineering, so getting this chance to work with embedded systems would be fantastic. I also really liked the setup of the document and could feel the team's personality, so I'm excited to get to work with them and would be interested in possibly working with them in the future as well.","BI Inc., #1","My second choice is working with BI Inc and their positioning technologies research. As mentioned before, I'm very interested in working with embedded systems and so would be very interested in getting to work with and test several different versions. Connecting into the Google Maps APIs would also be super interesting to work with and build cool visualizations in. I've worked in both C++ and Python, as well as dabbling in C and C#, so I feel as though I would be a useful addition to the team. I also appreciated that they scoped their project out well and provided possibilities to expand into given time.",NASA/JPL,"My third choice is NASA-JPL's coverage analysis software. I'm very interested in joining the space sector, and so it would be amazing to work with this sponsor. It's especially neat that it's working with analyzing planets and space missions, and coverage seems like an interesting math problem. I have some experience in Java as well, but this is my third choice as my Geometry skills are somewhat rusty and possibly not as strong as they would hope for.",Union Pacific PST,"My fourth choice is the railroad simulation editor from Union Pacific. Their project is such a neat idea, and would be excited to have our end result actually go into use for training. I also really like the visual aspect of working with simulations and would be excited to develop my 3D visualization skills more. I do have strong backend skills and have done some brief work with both Unity and C# so I feel as though I could contribute to the team.",Northrop Grumman,"My fifth top choice would be working with Northrop Grumman on their Quantum AI project. I've done some work before with AI and would be interested in going deeper into building out some actual systems. I love the idea of applying quantum to the technology, and although I don't have any experience in that, I would be very excited to learn. And I'm also very interested in the idea of putting these on embedded systems, as I'm also in the computer engineering minor and will likely be able to contribute in that area as well.",,,,,,,,,,
2021-09-03 22:11:18,Student_153,An INTROVERT,A follower,4,3,Work out a compromise,"Shy,Friendly",Comfortable,Beginner,No Knowledge,Beginner,Beginner,No Knowledge,Comfortable,Beginner,No Knowledge,No Knowledge,Comfortable,Experienced,Lockheed-Martin,"Lockheed is obviously a well known corporation. But also, their proposed project seems to be well rounded in terms of technology used. I have some experience with front end development, but data pipelines and AI/ML are things I have little experience with but am interested in learning. ",Loopsketch,"This project definitely caught my eye. While I don't necessarily have a huge music passion, the end goal seems to be a very cool program, with various interesting features. ",Union Pacific PST,"I have little experience with simulation/computer graphic development. However I've had interest with developing with unity 3d. Also it's a simulation about trains, which is editable and requires data saving and loading. This sounds awesome and interesting to work on.",NASA/JPL,"Obviously NASA is a big name. I would love some insight in NASA's development of their technologies. Also, this project seems to be pretty heavily math dependent, which was unique among the other projects. ","BI Inc., #1","This project is more lower level compared to other projects to it piqued my interest. I have more experience with higher level web development, so this seemed like a very interesting project to learn from.",,,,,,,,,,
2021-09-03 22:14:46,Student_154,Neither -- Borderline,An effective manager,5,4,Work out a compromise,"Friendly,Enthusiastic and outgoing",Comfortable,Beginner,Beginner,Experienced,Beginner,Beginner,No Knowledge,No Knowledge,No Knowledge,No Knowledge,Comfortable,Experienced,Caliber Public Safety," I think that the original project idea is extremely interesting, and this not only matches my programming skills, but also involves refactoring and modernizing existing code, which is a skill in itself and something I have experience with at my job.","Curve-10, # 2","I was obsessed with baseball as a kid and played a lot of video games, so I have played a ton of basic baseball games and think it would be incredibly cool to work on one. My programming skills also match up well with this project.",iSAT," I have tutored extensively in the past and recall using some sort of collaborative code teaching environment when I first started programming. This sounds like an interesting challenge with tangible goal, and my programming skills match up pretty well with the requirements for this project. ","Curve-10, # 1","I have experience with data pipelines in python at my current job, and this project similarly involves revamping an existing version of the code or software, which I think is an interesting challenge to adapt to. ",ReneCrown Wellness,"The idea for this project sounds unique, and while I have experience in web development, I have much less so in app development. ",,,,,,,,,,
2021-09-03 22:42:29,Student_155,An EXTROVERT,"A natural leader,An effective manager",5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,Beginner,No Knowledge,Comfortable,Beginner,Beginner,Comfortable,No Knowledge,No Knowledge,Beginner,Comfortable,Comfortable,Congruex,"I have a great deal of interest in machine learning and the offer from Congruex to learn directly from senior engineers is an excellent opportunity to learn more. In addition, I have experience developing in industry with Python, SQL (including some experience with MS SQL), and API integration. This project seems like the perfect opportunity to build on my skills while learning new techniques.",Lockheed-Martin,"Similar to the above reasoning, I have experience with Python, Flask (which I am confident is transferable to Django), and I would love to learn more about AI and ML. My grasp of some of requirements enables me to more fully focus on delving into AI/ML. (Also, I have a mild interest in logistics from my work, so that would be interesting as well).",Trimble Cloud,"I have experience in all suggested skills, as well as interest in alternatives for GPS for some of my personal projects, so gaining experience with that would be excellent.",Medtronic,"I have experience in Git, SQL, and Python, as well as an interest in applying data science to real-world problems. Furthermore, my current job involves data sanitization, so I already have some experience with similar problems.",Northrop Grumman,"I find quantum computing and AI to be fascinating, and would like to learn more about the intersection of the two.",,,,,,,,,,
2021-09-03 22:51:11,Student_156,Neither -- Borderline,An effective manager,5,4,Work out a compromise,"Shy,Friendly",Comfortable,Expert,Expert,Expert,Comfortable,Experienced,Comfortable,Beginner,No Knowledge,No Knowledge,Comfortable,Comfortable,Northrop Grumman,"I have a huge interest in AI, machine learning, and quantum computing. Given that the focus of this project is AI using quantum computing this is the most interesting project on the list for me and I think it would be really fun to work on. ",Lockheed-Martin,I originally was going to study aerospace engineering before I found my love for computer science and I have always been fascinated by what Lockheed-Martin has done. Because of that I think it would be a great opportunity if I could have a chance to work with them and the project regarding their supply chain seems like fun. ,NASA/JPL,As a big astronomy nerd doing any sort of project with NASA would be a great opportunity in my eyes. The software that would be made through this project is really interesting to me and I would love to get the chance to work on such a project. ,Medtronic,"Having a lot of experience with databases and machine learning and having an interest in both, this project seems right up my alley. I have always done database work for classes and have wanted to try doing database work with real data many times. My mom is a database engineer and seeing what she does for work makes me interested in trying it as well and this project could give me that opportunity. ",UCAR,Given that I have an interest in climate change and game development this project would be a great fit for me. I have experience creating a game for educational purposes already as I helped create an electronically assisted Rube Goldberg type game for a local elementary school as a freshman engineering project here at CU. I had a great time working on that and seeing as this project is of a similar nature I think it would be really fun. ,,,,,,,,,,
2021-09-03 22:55:56,Student_157,Neither -- Borderline,"A follower,An effective manager",4,3,Work out a compromise,"Shy,Friendly",Beginner,Beginner,Beginner,Comfortable,Beginner,Comfortable,Beginner,Beginner,Beginner,Beginner,Comfortable,Comfortable,ReneCrown Wellness,"I believe that I relate to the problem of what this project is trying to solve, and it would be wonderful to be able to mentally and physically help others, especially other women, with their eating habits/diet. This project plans to use iOS development which I only know the basics of, but I plan to learn along the way.","Curve-10, # 1",Helping teachers to improve their teaching by using AI and Machine learning is actually interesting and would love to learn about the process and the results. I also have experience in most of the skill requirements for this project.,MindBeWell,The concept of a Well-being measurement tool sounds like a great app idea that can actually be successful. I like how Curve10 allows this project to be open-minded but with specific requirements.,Union Pacific PST,"I am taking computer graphics this semester as well, so I will hopefully be able to apply my learned skills to this project. Creating graphics for real world situations sounds interesting.","BI Inc., #2","There are many uses of VR beyond just gaming, and being able to create different situations where you feel like you're actually there is amazing. I think it would be a great experience to learn how to develop VR applications, even though I have no experience, I would try my best to learn along the way.",,,,,,,,,,
2021-09-03 23:00:16,Student_158,An INTROVERT,A follower,3,4,Avoid conflict. I give in and do it their way.,"Shy,Friendly,Loner",Beginner,Beginner,Beginner,Comfortable,Comfortable,Beginner,Comfortable,No Knowledge,No Knowledge,No Knowledge,Comfortable,Comfortable,Northrop Grumman,"I have basic knowledge on how classifier networks work, and I am planning on further studying machine learning techniques in graduate school. I would love to try applying these techniques in an actual project. I would also be very interested in learning about quantum computing. ",Medtronic,"I am a math and computer science major and I hope to continue with machine learning in graduate school, so this project is very in line with my interests. I also love working with numbers and data, and I want to try applying machine learning techniques in a real setting. ",Lockheed-Martin,"I am again especially interested in the component on using machine learning/AI techniques to to analyze the data. I also think it would be very beneficial for me to experience all the various computer science disciplines, as I am stronger with small-scale problem solving rather than large projects.",Congruex,"I don't quite meet all the skill requirements, but I am again interested in working with data and very willing to learn how to use machine learning techniques to make predictions. ",L3Harris,I am again interested in working with data. I would also like to experience collecting data through devices. ,,,,,,,,,,
2021-09-03 23:10:04,Student_159,Neither -- Borderline,An effective manager,3,2,Work out a compromise,"Shy,Friendly",Beginner,Beginner,Beginner,Comfortable,No Knowledge,Comfortable,Beginner,Beginner,Beginner,No Knowledge,No Knowledge,Comfortable,Trimble Cloud,"To be honest this seemed like an interesting task to take on and stands out beyond the rest. Not only do I like its practicality and the possible design options I have already started thinking of but, this is the only project where I felt confident about all of the skill requirements and excited about the concept and company",L3Harris,I have an interest in Space as an astronomy minor and understand the objective both as a computer scientist and as an astronomer. In my freshman projects class I worked using some sensors so I have some familiarity of the general idea. I am worried a small bit about the systems side so im hoping that my team would be able to pick up my slack in that area if I am selected for this project.,"BI Inc., #2",This project peaks my curiosity in that I have had an interest in VR technology ever sense it emerged. I have a little bit of experience with creating applications and creating 3d computer models so I do not feel completely out of reach.,CU E-BIO Department,This gave me interest as it works in creating website and app development. It also allows the avenue to input own suggestions and work in a great environment while accomplishing something to make you feel good.,MindBeWell,I think that this project could not only help people but fits into more of my forte with frontend work and database tasks however I don't feel that I may be the most passionate person for this project so I would be looking for some enthusiasm boosters.,,,,,,,,,,
2021-09-03 23:23:00,Student_160,Neither -- Borderline,"A natural leader,A follower",5,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",Beginner,No Knowledge,No Knowledge,Beginner,Comfortable,Beginner,Comfortable,Comfortable,Comfortable,No Knowledge,Beginner,Comfortable,Trimble Autonomous Solutions,I want to work on this project because it marries two seemingly different worlds: the agriculture sector and the technology sector. This combination appeals to me; I want to work in some sort with software as well as the outdoors. The Trimble project seems like a great way to explore both of my interests.,Festo,"The Festo project appeals to me because it would allow me to work with blockchain technology. The blockchain, smart contracts, and other related technologies seem poised to change the world much more than they already have, and being able to gain experience using them would be invaluable.",Medtronic,"I'm currently in both 4022 Advanced Data Science and 4502 Data Mining and I think that the Medtronic project would be a great way to apply what I'm learning in those classes to a real problem. In addition, machine learning is a domain that I am unfamiliar with, but on that I am very interested in gaining experience in.",Trimble Cloud,"The modularity of the product and the possibilities that you can realize with that modularity are what interest me in the Trimble Cloud project. I like systems that make things easily combinable to create more complex things, and to build such a system is appealing.",Zayo,"I've visited Zayo at multiple career fairs in the past and they seem like a great company to work for, so I think working on a project with them is a good way to get a foot in the door. In addition, project workers are exposed to Salesforce development, which is of interest to me.",,,,,,,,,,
2021-09-03 23:39:55,Student_161,An EXTROVERT,A natural leader,4,3,Work out a compromise,"Friendly,Enthusiastic and outgoing",,Experienced,Experienced,Expert,Beginner,Expert,Beginner,Beginner,Beginner,Beginner,Comfortable,Comfortable,NASA/JPL,"In the robotic class, our final project is similar like a lower vision of this project, compared to other computer science students, I'm a math department tutor for our university. I'm answering questions from algebra, calculus 1&2&3. Caculus 3 is mainly focus on 3D math, and which is not required for computer science students. I could do most math based on 3D and use formulas that are just learned in calc3. I have experience in working with different data after data science, data system and I'm taking a data mining class as well have a data-related research with professor Lv. And I get really high grade in AI, robotics and data structure.",CU Leeds School of Business,"I'm a triple major in Finance & Accounting in Leeds as well Computer Science in Engineer college. I've already have experience as consultant for finance division with different project. So in this project, I could be both user and developer. I'm good at using python and C++ programming.",L3Harris,"After learning Robotics, I'm experienced using different sensors in programming and collect position data. Our final project for the Robotics is similar to the purpose of this project. Mock apply sensors in different positions and collect data by detecting.",iSAT,"I have experience in working with different data after data science, data system and I'm taking a data mining class as well have a data-related research with professor Lv. The grade I get from AI and software development class are pretty high. I'm good at UI design when I was taking several courses, and I'm super interested in data and UI design",Trimble Cloud,"I have experience in working with different data after data science, data system and I'm taking a data mining class as well have a data-related research with professor Lv. I also have experience in the 3D models after robotics class. I'm interested in different types of data and",,,,,,,,,,
